AllTrace,,,
EMI:FSCAN,,,
A.30.11,N9038B,,
965320715,36.18218967,36.18218967,33.93753024
965380713.8,34.44302341,34.44302341,35.32625552
965440712.6,33.98427554,33.98427554,35.33786746
965500711.3,35.24365207,35.24365207,34.29378482
965560710.1,35.04883548,35.04883548,35.91899844
965620708.9,34.659332,34.659332,34.93893405
965680707.6,34.79900333,34.79900333,35.06031009
965740706.4,34.85111972,34.85111972,35.30710574
965800705.1,35.80737277,35.80737277,34.95941898
965860703.9,36.13648196,36.13648196,34.84037753
965920702.7,36.19120761,36.19120761,35.85803958
965980701.4,35.60311862,35.60311862,36.0342786
966040700.2,35.20970126,35.20970126,34.80467197
966100699,36.50434848,36.50434848,34.50532504
966160697.7,36.52902957,36.52902957,35.41062137
966220696.5,34.63047,34.63047,34.67488834
966280695.2,34.99877139,34.99877139,34.98962375
966340694,36.08959934,36.08959934,35.31481143
966400692.8,36.05940219,36.05940219,35.1761777
966460691.5,34.53189822,34.53189822,35.1943204
966520690.3,34.2939603,34.2939603,35.73639652
966580689.1,34.37612888,34.37612888,36.39867374
966640687.8,35.24092838,35.24092838,34.69609042
966700686.6,35.0826871,35.0826871,34.82268497
966760685.3,35.82466861,35.82466861,35.48496219
966820684.1,35.66773959,35.66773959,37.13368961
966880682.9,35.71462985,35.71462985,37.1348569
966940681.6,36.59249088,36.59249088,34.47587558
967000680.4,35.99655887,35.99655887,34.84809848
967060679.2,35.84485599,35.84485599,35.40454837
967120677.9,36.76713535,36.76713535,35.61083957
967180676.7,34.79670688,34.79670688,35.7570264
967240675.4,35.26823398,35.26823398,35.39104434
967300674.2,35.3098981,35.3098981,34.76637241
967360673,34.96221133,34.96221133,36.39680454
967420671.7,34.93463107,34.93463107,36.34962436
967480670.5,34.74242374,34.74242374,35.06906101
967540669.3,35.43213626,35.43213626,34.75142642
967600668,34.60494205,34.60494205,35.25299808
967660666.8,35.38612338,35.38612338,34.98500797
967720665.6,34.75099155,34.75099155,35.48135349
967780664.3,35.98031589,35.98031589,35.81046268
967840663.1,35.94490024,35.94490024,35.08126804
967900661.8,35.30062839,35.30062839,35.56716129
967960660.6,35.9472272,35.9472272,34.37283298
968020659.4,36.77805301,36.77805301,35.50938388
968080658.1,35.17084476,35.17084476,35.76794406
968140656.9,35.68025943,35.68025943,35.49472781
968200655.7,35.76242801,35.76242801,34.57085391
968260654.4,35.72962161,35.72962161,34.62950107
968320653.2,35.87450382,35.87450382,35.18333408
968380651.9,36.02853366,36.02853366,35.93054172
968440650.7,34.56635257,34.56635257,36.7652814
968500649.5,35.15023776,35.15023776,35.71467563
968560648.2,35.48326846,35.48326846,35.30818912
968620647,35.53538486,35.53538486,34.97225925
968680645.8,34.51482364,34.51482364,34.8532178
968740644.5,35.57691165,35.57691165,35.01378604
968800643.3,35.98702213,35.98702213,35.54148837
968860642,35.28917667,35.28917667,37.26730319
968920640.8,35.03948184,35.03948184,37.1848447
968980639.6,35.62336704,35.62336704,35.34246036
969040638.3,35.44422885,35.44422885,36.11840793
969100637.1,35.39182254,35.39182254,34.84175845
969160635.9,35.44786044,35.44786044,35.26885959
969220634.6,35.33012363,35.33012363,35.69726535
969280633.4,35.61089298,35.61089298,34.87268802
969340632.2,36.30713626,36.30713626,34.70791599
969400630.9,35.82226535,35.82226535,35.75955173
969460629.7,34.02169009,34.02169009,35.23809024
969520628.4,35.24970218,35.24970218,34.97663852
969580627.2,35.5683591,35.5683591,35.84927341
969640626,36.27506229,36.27506229,34.99855777
969700624.7,36.26054355,36.26054355,34.905647
969760623.5,36.37668582,36.37668582,34.83495303
969820622.3,36.49413272,36.49413272,35.68276187
969880621,36.41167423,36.41167423,35.11557742
969940619.8,36.48601505,36.48601505,36.09927341
970000618.5,34.96112033,34.96112033,35.73721286
970060617.3,34.80941745,34.80941745,34.75323459
970120616.1,34.77922031,34.77922031,34.58715793
970180614.8,37.13349124,37.13349124,34.78430148
970240613.6,35.30678531,35.30678531,34.76979038
970300612.4,35.43467685,35.43467685,35.95338413
970360611.1,36.70973178,36.70973178,36.29947635
970420609.9,35.23448917,35.23448917,35.89691135
970480608.6,35.10630008,35.10630008,35.79354831
970540607.4,34.25559207,34.25559207,36.68447849
970600606.2,35.25888034,35.25888034,35.42873355
970660604.9,35.11109897,35.11109897,35.61673709
970720603.7,34.24732181,34.24732181,35.68322727
970780602.5,35.29764529,35.29764529,35.19834873
970840601.2,35.71952029,35.71952029,35.74826785
970900600,34.789108,34.789108,36.22370883
970960598.8,35.16655704,35.16655704,36.23793765
971020597.5,35.89547702,35.89547702,35.7060239
971080596.3,36.24156925,36.24156925,34.16152927
971140595,37.91903659,37.91903659,35.83377811
971200593.8,36.75997897,36.75997897,35.35935184
971260592.6,35.5329816,35.5329816,36.19279453
971320591.3,34.98670169,34.98670169,36.27626773
971380590.1,35.01399204,35.01399204,34.59328433
971440588.9,34.42720767,34.42720767,36.03427097
971500587.6,35.55069705,35.55069705,35.70617648
971560586.4,35.06974002,35.06974002,35.06582614
971620585.1,35.30608341,35.30608341,34.65150424
971680583.9,35.49800845,35.49800845,35.28112003
971740582.7,34.74136325,34.74136325,35.56188175
971800581.4,34.94896671,34.94896671,35.92365237
971860580.2,35.31334659,35.31334659,36.17567416
971920579,35.1302869,35.1302869,35.90768405
971980577.7,35.63447543,35.63447543,37.02333804
972040576.5,35.63694736,35.63694736,36.40781375
972100575.2,35.20956393,35.20956393,36.29400607
972160574,34.3196561,34.3196561,34.80438968
972220572.8,35.06424686,35.06424686,35.57511112
972280571.5,35.3567731,35.3567731,35.6455228
972340570.3,35.47029849,35.47029849,37.08781406
972400569.1,34.93577548,34.93577548,36.23056766
972460567.8,34.46657535,34.46657535,35.9142377
972520566.6,34.46512576,34.46512576,36.17148563
972580565.3,36.65476962,36.65476962,35.50238773
972640564.1,36.70165988,36.70165988,35.67601749
972700562.9,36.1841199,36.1841199,35.59878513
972760561.6,35.50195285,35.50195285,35.55944034
972820560.4,34.92431613,34.92431613,35.77619144
972880559.2,35.01171085,35.01171085,36.06871005
972940557.9,36.55852481,36.55852481,35.37870761
973000556.7,36.56099674,36.56099674,35.68299075
973060555.5,35.27389499,35.27389499,34.96685764
973120554.2,36.47578403,36.47578403,35.5494382
973180553,36.72126743,36.72126743,34.58113071
973240551.7,36.52383395,36.52383395,36.56564304
973300550.5,36.49625369,36.49625369,36.45967075
973360549.3,35.21829959,35.21829959,36.51701328
973420548,34.96468326,34.96468326,35.07704898
973480546.8,35.63742038,35.63742038,34.98544284
973540545.6,34.77102634,34.77102634,35.92732974
973600544.3,34.50565311,34.50565311,35.69853946
973660543.1,34.68189212,34.68189212,35.96362277
973720541.8,35.17823764,35.17823764,35.88116428
973780540.6,35.1859357,35.1859357,36.03911563
973840539.4,34.85784885,34.85784885,36.24802371
973900538.1,34.86293002,34.86293002,35.09419223
973960536.9,34.83665439,34.83665439,34.54790469
974020535.7,35.80858585,35.80858585,34.40795871
974080534.4,35.65818759,35.65818759,34.20399448
974140533.2,35.78216525,35.78216525,34.92898532
974200531.9,36.02243778,36.02243778,35.46192905
974260530.7,34.73272678,34.73272678,35.58068057
974320529.5,35.22515079,35.22515079,37.3770444
974380528.2,35.48239871,35.48239871,37.36775943
974440527,35.36205264,35.36205264,35.55150577
974500525.8,34.24349948,34.24349948,35.53437015
974560524.5,34.21460696,34.21460696,35.26638767
974620523.3,34.68874332,34.68874332,35.52494022
974680522.1,35.08840915,35.08840915,35.49605533
974740520.8,34.64273044,34.64273044,35.84867831
974800519.6,34.79022189,34.79022189,36.39205905
974860518.3,34.58625766,34.58625766,35.66939517
974920517.1,35.79467746,35.79467746,34.37706729
974980515.9,35.16085788,35.16085788,34.95442172
975040514.6,35.12412998,35.12412998,35.9890668
975100513.4,35.27815982,35.27815982,35.22328159
975160512.2,37.12417575,37.12417575,35.48183414
975220510.9,36.60271426,36.60271426,35.5783765
975280509.7,34.7211301,34.7211301,34.79038211
975340508.4,37.39550754,37.39550754,35.24230167
975400507.2,36.89625522,36.89625522,35.50869724
975460506,36.38394138,36.38394138,35.46151706
975520504.7,35.81414005,35.81414005,35.95916721
975580503.5,36.1223447,36.1223447,35.05227634
975640502.3,35.0756528,35.0756528,36.14441654
975700501,35.41390964,35.41390964,36.15994998
975760499.8,36.1362836,36.1362836,34.55796787
975820498.5,35.08828708,35.08828708,35.48025485
975880497.3,35.25929996,35.25929996,35.45397922
975940496.1,36.11887332,36.11887332,35.22387668
976000494.8,36.56034061,36.56034061,34.92061588
976060493.6,36.75357028,36.75357028,35.71746799
976120492.4,37.5935361,37.5935361,36.52608463
976180491.1,35.41536685,35.41536685,35.11355563
976240489.9,35.75753757,35.75753757,35.1878812
976300488.6,35.34845706,35.34845706,35.36413547
976360487.4,36.39093753,36.39093753,36.0852048
976420486.2,36.38426181,36.38426181,35.11429569
976480484.9,36.47557803,36.47557803,35.26570865
976540483.7,36.23894473,36.23894473,35.19501468
976600482.5,34.25284549,34.25284549,35.27326175
976660481.2,34.81060001,34.81060001,35.33322116
976720480,34.95940372,34.95940372,35.48463413
976780478.8,34.9422681,34.9422681,35.3237836
976840477.5,35.70907565,35.70907565,36.35189792
976900476.3,36.2563779,36.2563779,35.16932651
976960475,35.18224307,35.18224307,34.86344882
977020473.8,36.8845441,36.8845441,35.6825101
977080472.6,37.58993503,37.58993503,36.82691165
977140471.3,36.90646335,36.90646335,35.12171146
977200470.1,35.186897,35.186897,36.06751224
977260468.9,37.45623752,37.45623752,35.96546146
977320467.6,37.81931278,37.81931278,34.40528842
977380466.4,36.77392551,36.77392551,35.26747104
977440465.1,35.32350894,35.32350894,35.62924167
977500463.9,36.65082523,36.65082523,34.88175174
977560462.7,34.7509534,34.7509534,36.41549655
977620461.4,34.56919833,34.56919833,36.31344577
977680460.2,34.52332279,34.52332279,36.05590793
977740459,35.43514987,35.43514987,35.76832553
977800457.7,36.33783695,36.33783695,35.54476138
977860456.5,36.90343448,36.90343448,35.266319
977920455.2,35.31843539,35.31843539,35.26617404
977980454,34.77738162,34.77738162,35.85790225
978040452.8,35.08036014,35.08036014,35.31292697
978100451.5,35.94515201,35.94515201,35.43428775
978160450.3,36.45717593,36.45717593,36.6792905
978220449.1,35.64827701,35.64827701,35.63652011
978280447.8,34.81324741,34.81324741,35.69516727
978340446.6,34.3832471,34.3832471,35.48728153
978400445.4,36.15087863,36.15087863,36.06856509
978460444.1,35.59413883,35.59413883,35.80449649
978520442.9,34.78784915,34.78784915,35.81349918
978580441.6,34.70539829,34.70539829,35.04379245
978640440.4,36.66899844,36.66899844,35.51139804
978700439.2,35.55959293,35.55959293,37.46585819
978760437.9,35.23542758,35.23542758,37.65254947
978820436.7,35.24311801,35.24311801,35.90423557
978880435.5,35.59705325,35.59705325,35.90278598
978940434.2,35.06906101,35.06906101,36.43833133
979000433,35.40470096,35.40470096,35.10027286
979060431.7,35.36405154,35.36405154,35.10404941
979120430.5,35.93095371,35.93095371,36.03156253
979180429.3,36.32930728,36.32930728,35.70608493
979240428,36.41539737,36.41539737,36.06393405
979300426.8,35.1923215,35.1923215,36.06378909
979360425.6,35.85459873,35.85459873,35.1281583
979420424.3,35.91716739,35.91716739,36.56391116
979480423.1,35.84255191,35.84255191,35.7837598
979540421.8,36.03055545,36.03055545,35.4465253
979600420.6,35.77824374,35.77824374,37.33695956
979660419.4,35.7362897,35.7362897,37.69873019
979720418.1,35.42649051,35.42649051,35.88509341
979780416.9,35.44725009,35.44725009,35.69680759
979840415.7,35.17796298,35.17796298,35.54640933
979900414.4,35.78405734,35.78405734,35.53711673
979960413.2,35.80743381,35.80743381,37.10353061
980020412,34.93589755,34.93589755,36.57954379
980080410.7,35.7447507,35.7447507,35.50041934
980140409.5,35.49007388,35.49007388,36.60063907
980200408.2,35.61559268,35.61559268,35.41568729
980260407,35.31910678,35.31910678,35.24332401
980320405.8,37.13400241,37.13400241,34.80833408
980380404.5,36.83620425,36.83620425,36.53831455
980440403.3,35.2971799,35.2971799,35.663017
980500402.1,35.99758884,35.99758884,35.90221378
980560400.8,36.18713352,36.18713352,35.78340884
980620399.6,37.63620731,37.63620731,35.66200229
980680398.3,35.18128177,35.18128177,34.48619815
980740397.1,35.68701907,35.68701907,35.4335477
980800395.9,34.63011142,34.63011142,34.95413181
980860394.6,36.1876218,36.1876218,36.41496249
980920393.4,35.99826022,35.99826022,35.94731113
980980392.2,35.50579044,35.50579044,35.33985873
981040390.9,35.84558841,35.84558841,36.81766483
981100389.7,35.20548221,35.20548221,36.77203342
981160388.4,34.75350162,34.75350162,36.93283817
981220387.2,34.94305393,34.94305393,37.72470828
981280386,36.81543704,36.81543704,37.72610446
981340384.7,36.80639621,36.80639621,35.01510593
981400383.5,35.07530185,35.07530185,35.71028873
981460382.3,34.81409427,34.81409427,35.14595767
981520381,36.26968356,36.26968356,35.3877637
981580379.8,35.85430118,35.85430118,35.09258243
981640378.5,34.90714237,34.90714237,35.62966892
981700377.3,35.24302646,35.24302646,35.02483341
981760376.1,36.15640231,36.15640231,35.74875613
981820374.8,35.4627225,35.4627225,35.03286716
981880373.6,35.66529819,35.66529819,35.05644199
981940372.4,35.06401035,35.06401035,35.32401248
982000371.1,35.3315961,35.3315961,35.65692874
982060369.9,35.20458957,35.20458957,36.31777164
982120368.7,35.03447696,35.03447696,36.21952029
982180367.4,34.83038303,34.83038303,35.42224857
982240366.2,35.15414401,35.15414401,36.19023868
982300364.9,35.69870731,35.69870731,35.98484012
982360363.7,35.31954166,35.31954166,37.03374454
982420362.5,35.13504764,35.13504764,36.44290897
982480361.2,35.29549381,35.29549381,35.75932285
982540360,34.91763278,34.91763278,35.87664005
982600358.8,35.76924106,35.76924106,37.78786441
982660357.5,35.33127567,35.33127567,34.68322727
982720356.3,35.49564334,35.49564334,35.23955508
982780355,35.31114932,35.31114932,35.2262189
982840353.8,35.17108127,35.17108127,35.46897861
982900352.6,35.28186771,35.28186771,36.08017703
982960351.3,35.56251498,35.56251498,35.27376529
983020350.1,35.22385379,35.22385379,35.31138583
983080348.9,35.11644717,35.11644717,35.16349002
983140347.6,36.15619632,36.15619632,34.95677921
983200346.4,35.10154697,35.10154697,35.80577823
983260345.1,35.54550143,35.54550143,35.78591129
983320343.9,34.77437564,34.77437564,34.66854831
983380342.7,35.50447055,35.50447055,34.76365634
983440341.4,37.24192783,37.24192783,35.47023746
983500340.2,35.75479862,35.75479862,35.79268619
983560339,35.31291934,35.31291934,35.93222781
983620337.7,34.96510288,34.96510288,36.18281528
983680336.5,35.73048373,35.73048373,35.55540439
983740335.3,36.40439578,36.40439578,35.28990909
983800334,35.40200778,35.40200778,35.76000186
983860332.8,35.19268771,35.19268771,36.2523038
983920331.5,35.26166507,35.26166507,35.98157474
983980330.3,35.33718845,35.33718845,36.80444309
984040329.1,35.51721927,35.51721927,35.12002536
984100327.8,36.07354709,36.07354709,34.85061618
984160326.6,35.8171918,35.8171918,35.86422702
984220325.4,36.22850009,36.22850009,36.05734226
984280324.1,35.43775913,35.43775913,35.50962039
984340322.9,36.42394992,36.42394992,35.99800845
984400321.6,37.79164096,37.79164096,35.72467014
984460320.4,37.79791232,37.79791232,35.48661777
984520319.2,35.69017001,35.69017001,36.31731387
984580317.9,35.28618594,35.28618594,35.70558902
984640316.7,35.13435336,35.13435336,35.55637332
984700315.5,36.37270328,36.37270328,34.8505704
984760314.2,36.37635013,36.37635013,35.36377689
984820313,34.81998416,34.81998416,35.21979495
984880311.7,35.6010358,35.6010358,35.6781232
984940310.5,35.66871616,35.66871616,35.45443698
985000309.3,35.19155093,35.19155093,35.28170749
985060308,35.01229068,35.01229068,35.55189487
985120306.8,35.83253452,35.83253452,34.98589298
985180305.6,36.25820895,36.25820895,35.63759586
985240304.3,35.45049258,35.45049258,35.57853671
985300303.1,35.89837619,35.89837619,35.76641818
985360301.8,38.04869815,38.04869815,35.90856143
985420300.6,37.83938571,37.83938571,35.36608096
985480299.4,36.84091159,36.84091159,35.27565738
985540298.1,35.22182437,35.22182437,34.97488376
985600296.9,35.51161166,35.51161166,36.38700076
985660295.7,35.31014224,35.31014224,34.93123599
985720294.4,35.8729932,35.8729932,35.42223331
985780293.2,36.11444827,36.11444827,35.66760227
985840292,36.1716611,36.1716611,35.4961774
985900290.7,36.55290958,36.55290958,34.74202701
985960289.5,36.45726749,36.45726749,34.62808963
986020288.2,35.59597751,35.59597751,34.83033725
986080287,35.40365573,35.40365573,34.44594547
986140285.8,35.46479007,35.46479007,34.56065341
986200284.5,35.88001224,35.88001224,35.81076785
986260283.3,35.62627383,35.62627383,35.47993442
986320282.1,36.57325717,36.57325717,36.95608493
986380280.8,35.18543216,35.18543216,36.69319125
986440279.6,35.51181003,35.51181003,35.83714267
986500278.3,34.8033826,34.8033826,35.72711917
986560277.1,34.957298,34.957298,35.47469302
986620275.9,34.69049045,34.69049045,35.17522403
986680274.6,34.63927432,34.63927432,35.5904462
986740273.4,35.42293521,35.42293521,35.74696323
986800272.2,34.88959476,34.88959476,35.09603091
986860270.9,36.59046146,36.59046146,35.02259799
986920269.7,37.24609348,37.24609348,35.12293979
986980268.4,36.19796726,36.19796726,35.51594516
